datetime,open,high,low,close,hlc3,ema10,ema20
2018-11-26,4086.5,4488.0,3684.1,4173.0,4115.033333333334,5738.343262227477,6300.14120866209
2018-12-03,4172.9457484,4189.8,3277.6,3642.3,3703.2333333333336,5368.323275155814,6052.8166491069705
2018-12-10,3642.1,3709.7,3215.2,3300.7,3408.533333333333,5011.9978311880905,5800.9801428428145
2018-12-17,3300.1,4300.0,3280.0,4071.7,3883.9,4806.889134608437,5618.40108161969
2018-12-24,4072.6,4384.0,3686.0,3977.3,4015.7666666666664,4663.048685891752,5465.769232576545
2018-12-31,3979.6,4218.0,3771.0,4168.4,4052.4666666666667,4552.033773305373,5331.168988204176
2019-01-07,4169.2,4215.8,3570.0,3591.0,3792.2666666666664,4413.8942993710625,5184.60686234346
2019-01-14,3590.9,3882.0,3543.0,3586.1,3670.366666666667,4278.707457061172,5040.3935103742415
2019-01-21,3586.5,3750.0,3462.0,3597.1,3603.0333333333333,4155.857616383383,4903.502064941774
2019-01-28,3597.1,3597.9,3422.0,3501.73867085,3507.2128902833333,4037.9222116379196,4770.5221435457315
2019-02-04,3501.73867085,3800.0,3405.32458599,3747.7,3651.0081953299996,3967.5742086728433,4663.901767525185
2019-02-11,3747.7,3790.0,3631.0,3735.3,3718.7666666666664,3922.3364737626293,4573.888900776755
2019-02-18,3736.88193536,4282.4,3723.6,3831.4,3945.7999999999997,3926.6025694421514,4514.070910226587
2019-02-25,3831.4,3988.0,3761.2,3885.0,3878.066666666667,3917.777859846609,4453.499077506595
2019-03-04,3884.9,4046.2,3767.0,4000.0,3937.7333333333336,3921.406127753286,4404.3785304424755
2019-03-11,3998.6,4166.8,3869.3,4068.9,4035.0,3942.0595590708704,4369.199622781287
2019-03-18,4068.9,4146.9,4004.0,4041.4,4064.1,3964.248730148894,4340.142515849736
2019-03-25,4041.4,4210.0,3939.0,4167.5,4105.5,3989.9307792127315,4317.795609578333
2019-04-01,4167.5,5335.5,4124.0,5238.0,4899.166666666667,4155.246395113447,4373.164281681984
2019-04-08,5238.9,5488.0,4934.7,5194.4,5205.7,4346.237959638274,4452.453397712271
2019-04-15,5194.3,5404.84614183,4977.0,5321.9,5234.582047276666,4507.755066481618,4526.9418405279275
2019-04-22,5320.3,5690.0,5055.0,5486.8,5410.599999999999,4671.9086907576875,4611.0997604776485
2019-04-29,5483.3,6189.9903581,5365.0,6041.4021233,5865.464160466666,4888.91877615932,4730.563036667078
2019-05-06,6042.0,7448.0,5901.0,6983.07295112,6777.357650373334,5232.271298743686,4925.495857020055
2019-05-13,6980.2,8352.3,6879.964940800001,8188.3,7806.854980266667,5700.377422656956,5199.91101161497
2019-05-20,8186.3,8828.0,7436.4,8729.87136565,8331.423788549999,6178.749489182964,5498.150323704021
2019-05-27,8724.7,9109.0,8005.0,8740.1,8618.033333333333,6622.255642664849,5795.282038906812
2019-06-03,8740.0,8740.1,7455.0,7633.3,7942.8,6862.3546167257855,5999.807559010925
2019-06-10,7633.3,9395.5,7513.2,8985.9,8631.533333333333,7184.023474290794,6250.4481089463925
2019-06-17,8985.9,11369.0,8945.0,10913.0,10409.0,7770.382842601559,6646.500669999117
2019-06-24,10909.0,13764.0,10388.0,10800.0,11650.666666666666,8475.888992431579,7123.087907776979
2019-07-01,10800.0,12065.0,9728.2,11485.0,11092.733333333332,8951.678872595534,7501.149376877584
2019-07-08,11485.0,13174.0,10122.0,10204.0,11166.666666666666,9354.403926063012,7850.246261619401
2019-07-15,10198.0,11098.0,9084.7,10569.43491181,10250.71163727,9517.368964464284,8078.862011681363
2019-07-22,10583.68200346,10690.0,9101.4,9519.0,9770.133333333333,9563.326122440474,8239.935470886312
2019-07-29,9519.0,11060.0,9376.7,10973.0,10469.9,9728.157736542205,8452.313045087616
2019-08-05,10973.0,12325.0,10973.0,11565.357744,11621.119248,10072.33255680726,8754.104112031653
2019-08-12,11580.0,11585.0,9522.0,10332.192078,10479.730692666666,10146.404945145334,8918.449500663559
2019-08-19,10328.0,10993.0,9787.0,10132.0,10304.0,10175.058591482546,9050.406691076554
2019-08-26,10133.0,10675.0,9358.2,9779.1,9937.433333333334,10131.85399909178,9134.885418910533
2019-09-02,9779.1,10933.0,9754.56718098,10415.0,10367.52239366,10174.702798104183,9252.27941650572
2019-09-09,10412.0,10557.0,9814.0,10450.0,10273.666666666666,10192.696228751907,9349.554392711525
